audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec
AUD2870,TRIP049,2024-02-06 13:31:30,690,72.6,loud,0
AUD2871,TRIP049,2024-02-06 13:32:00,720,70.0,conversation,0
AUD2872,TRIP049,2024-02-06 13:32:30,750,70.2,conversation,0
AUD2873,TRIP049,2024-02-06 13:33:00,780,69.2,conversation,0
AUD2874,TRIP049,2024-02-06 13:33:30,810,66.7,conversation,0
AUD2875,TRIP049,2024-02-06 13:34:00,840,71.7,conversation,0
AUD2876,TRIP049,2024-02-06 13:34:30,870,74.1,loud,0
AUD2877,TRIP049,2024-02-06 13:35:00,900,69.3,conversation,0
AUD2878,TRIP049,2024-02-06 13:35:30,930,69.9,conversation,0
AUD2879,TRIP049,2024-02-06 13:36:00,960,67.0,conversation,0
AUD2880,TRIP049,2024-02-06 13:36:30,990,66.0,conversation,0
AUD2881,TRIP049,2024-02-06 13:37:00,1020,73.5,loud,0
AUD2882,TRIP049,2024-02-06 13:37:30,1050,72.8,loud,0
AUD2883,TRIP049,2024-02-06 13:38:00,1080,97.5,argument,30
AUD2884,TRIP049,2024-02-06 13:38:30,1110,82.0,very_loud,60
AUD2885,TRIP049,2024-02-06 13:39:00,1140,68.3,conversation,0
AUD2886,TRIP049,2024-02-06 13:39:30,1170,78.4,loud,0
AUD2887,TRIP049,2024-02-06 13:40:00,1200,73.6,loud,0
AUD2888,TRIP049,2024-02-06 13:40:30,1230,73.1,loud,0
AUD2889,TRIP049,2024-02-06 13:41:00,1260,74.8,loud,0
AUD2890,TRIP049,2024-02-06 13:41:30,1290,64.2,normal,0
AUD2891,TRIP049,2024-02-06 13:42:00,1320,64.3,normal,0
AUD2892,TRIP049,2024-02-06 13:42:30,1350,61.9,normal,0
AUD2893,TRIP049,2024-02-06 13:43:00,1380,63.7,normal,0
AUD2894,TRIP049,2024-02-06 13:43:30,1410,60.9,normal,0
AUD2895,TRIP049,2024-02-06 13:44:00,1440,68.3,conversation,0
AUD2896,TRIP049,2024-02-06 13:44:30,1470,61.7,normal,0
AUD2897,TRIP049,2024-02-06 13:45:00,1500,60.2,normal,0
AUD2898,TRIP049,2024-02-06 13:45:30,1530,70.1,conversation,0
AUD2899,TRIP049,2024-02-06 13:46:00,1560,64.9,normal,0
AUD2900,TRIP049,2024-02-06 13:46:30,1590,63.2,normal,0
AUD2901,TRIP049,2024-02-06 13:47:00,1620,60.7,normal,0
AUD2902,TRIP049,2024-02-06 13:47:30,1650,63.6,normal,0
AUD2903,TRIP049,2024-02-06 13:48:00,1680,66.7,conversation,0
AUD2904,TRIP049,2024-02-06 13:48:30,1710,74.2,loud,0
AUD2905,TRIP049,2024-02-06 13:49:00,1740,77.4,loud,0
AUD2906,TRIP049,2024-02-06 13:49:30,1770,60.9,normal,0
AUD2907,TRIP049,2024-02-06 13:50:00,1800,63.0,normal,0
AUD2908,TRIP049,2024-02-06 13:50:30,1830,70.2,conversation,0
AUD2909,TRIP049,2024-02-06 13:51:00,1860,60.8,normal,0
AUD2910,TRIP049,2024-02-06 13:51:30,1890,51.5,quiet,0
AUD2911,TRIP049,2024-02-06 13:52:00,1920,53.2,quiet,0
AUD2912,TRIP049,2024-02-06 13:52:30,1950,57.6,quiet,0
AUD2913,TRIP049,2024-02-06 13:53:00,1980,50.8,quiet,0
AUD2914,TRIP049,2024-02-06 13:53:30,2010,67.9,conversation,0
AUD2915,TRIP049,2024-02-06 13:54:00,2040,69.2,conversation,0
AUD2916,TRIP049,2024-02-06 13:54:30,2070,71.9,conversation,0
AUD2917,TRIP049,2024-02-06 13:55:00,2100,71.7,conversation,0
AUD2918,TRIP049,2024-02-06 13:55:30,2130,70.5,conversation,0
AUD2919,TRIP049,2024-02-06 13:56:00,2160,65.3,conversation,0
AUD2920,TRIP049,2024-02-06 13:56:30,2190,71.4,conversation,0
AUD2921,TRIP049,2024-02-06 13:57:00,2220,80.5,loud,0
AUD2922,TRIP049,2024-02-06 13:57:30,2250,81.3,loud,0
AUD2923,TRIP049,2024-02-06 13:58:00,2280,73.2,loud,0
AUD2924,TRIP049,2024-02-06 13:58:30,2310,73.6,loud,0
AUD2925,TRIP049,2024-02-06 13:59:00,2340,81.5,loud,0
AUD2926,TRIP049,2024-02-06 13:59:30,2370,68.8,conversation,0
AUD2927,TRIP049,2024-02-06 14:00:00,2400,66.5,conversation,0
AUD2928,TRIP049,2024-02-06 14:00:30,2430,65.9,conversation,0
AUD2929,TRIP049,2024-02-06 14:01:00,2460,71.4,conversation,0
AUD2930,TRIP049,2024-02-06 14:01:30,2490,66.0,conversation,0
AUD2931,TRIP049,2024-02-06 14:02:00,2520,65.7,conversation,0
AUD2932,TRIP050,2024-02-06 14:10:00,0,61.5,normal,0
AUD2933,TRIP050,2024-02-06 14:10:30,30,65.1,conversation,0
AUD2934,TRIP050,2024-02-06 14:11:00,60,65.5,conversation,0
AUD2935,TRIP050,2024-02-06 14:11:30,90,61.7,normal,0
AUD2936,TRIP050,2024-02-06 14:12:00,120,77.2,loud,0
AUD2937,TRIP050,2024-02-06 14:12:30,150,75.1,loud,0
AUD2938,TRIP050,2024-02-06 14:13:00,180,71.9,conversation,0
AUD2939,TRIP050,2024-02-06 14:13:30,210,75.5,loud,0
AUD2940,TRIP050,2024-02-06 14:14:00,240,73.5,loud,0
AUD2941,TRIP050,2024-02-06 14:14:30,270,76.5,loud,0
AUD2942,TRIP050,2024-02-06 14:15:00,300,69.9,conversation,0
AUD2943,TRIP050,2024-02-06 14:15:30,330,51.3,quiet,0
AUD2944,TRIP050,2024-02-06 14:16:00,360,59.1,normal,0
AUD2945,TRIP050,2024-02-06 14:16:30,390,96.1,argument,30
AUD2946,TRIP050,2024-02-06 14:17:00,420,51.0,quiet,0
AUD2947,TRIP050,2024-02-06 14:17:30,450,65.3,conversation,0
AUD2948,TRIP050,2024-02-06 14:18:00,480,63.4,normal,0
AUD2949,TRIP050,2024-02-06 14:18:30,510,68.0,conversation,0
AUD2950,TRIP050,2024-02-06 14:19:00,540,65.0,conversation,0
AUD2951,TRIP050,2024-02-06 14:19:30,570,63.5,normal,0
AUD2952,TRIP050,2024-02-06 14:20:00,600,63.4,normal,0
AUD2953,TRIP050,2024-02-06 14:20:30,630,91.6,argument,30
AUD2954,TRIP050,2024-02-06 14:21:00,660,63.7,normal,0
AUD2955,TRIP050,2024-02-06 14:21:30,690,66.1,conversation,0
AUD2956,TRIP050,2024-02-06 14:22:00,720,51.8,quiet,0
AUD2957,TRIP050,2024-02-06 14:22:30,750,56.1,quiet,0
AUD2958,TRIP050,2024-02-06 14:23:00,780,71.1,conversation,0
AUD2959,TRIP050,2024-02-06 14:23:30,810,73.2,loud,0
AUD2960,TRIP050,2024-02-06 14:24:00,840,69.1,conversation,0
AUD2961,TRIP050,2024-02-06 14:24:30,870,63.7,normal,0
AUD2962,TRIP050,2024-02-06 14:25:00,900,60.2,normal,0
AUD2963,TRIP050,2024-02-06 14:25:30,930,64.0,normal,0
AUD2964,TRIP050,2024-02-06 14:26:00,960,67.7,conversation,0
AUD2965,TRIP050,2024-02-06 14:26:30,990,65.9,conversation,0
AUD2966,TRIP050,2024-02-06 14:27:00,1020,68.2,conversation,0
AUD2967,TRIP050,2024-02-06 14:27:30,1050,78.5,loud,0
AUD2968,TRIP050,2024-02-06 14:28:00,1080,68.3,conversation,0
AUD2969,TRIP050,2024-02-06 14:28:30,1110,75.1,loud,0
AUD2970,TRIP050,2024-02-06 14:29:00,1140,69.7,conversation,0
AUD2971,TRIP050,2024-02-06 14:29:30,1170,72.0,loud,0
AUD2972,TRIP050,2024-02-06 14:30:00,1200,62.8,normal,0
AUD2973,TRIP050,2024-02-06 14:30:30,1230,67.7,conversation,0
AUD2974,TRIP050,2024-02-06 14:31:00,1260,62.1,normal,0
AUD2975,TRIP051,2024-02-06 14:36:00,0,54.6,quiet,0
AUD2976,TRIP051,2024-02-06 14:36:30,30,55.8,quiet,0
AUD2977,TRIP051,2024-02-06 14:37:00,60,55.2,quiet,0
AUD2978,TRIP051,2024-02-06 14:37:30,90,62.7,normal,0
AUD2979,TRIP051,2024-02-06 14:38:00,120,61.5,normal,0
AUD2980,TRIP051,2024-02-06 14:38:30,150,67.8,conversation,0
AUD2981,TRIP051,2024-02-06 14:39:00,180,60.9,normal,0
AUD2982,TRIP051,2024-02-06 14:39:30,210,69.2,conversation,0
AUD2983,TRIP051,2024-02-06 14:40:00,240,63.2,normal,0
AUD2984,TRIP051,2024-02-06 14:40:30,270,60.6,normal,0
AUD2985,TRIP051,2024-02-06 14:41:00,300,63.3,normal,0
AUD2986,TRIP051,2024-02-06 14:41:30,330,61.3,normal,0
AUD2987,TRIP051,2024-02-06 14:42:00,360,67.8,conversation,0
AUD2988,TRIP051,2024-02-06 14:42:30,390,67.7,conversation,0
AUD2989,TRIP051,2024-02-06 14:43:00,420,60.8,normal,0
AUD2990,TRIP051,2024-02-06 14:43:30,450,60.9,normal,0
AUD2991,TRIP051,2024-02-06 14:44:00,480,61.0,normal,0
AUD2992,TRIP051,2024-02-06 14:44:30,510,72.7,loud,0
AUD2993,TRIP051,2024-02-06 14:45:00,540,73.1,loud,0
AUD2994,TRIP051,2024-02-06 14:45:30,570,82.0,very_loud,30
AUD2995,TRIP051,2024-02-06 14:46:00,600,77.9,loud,0
AUD2996,TRIP051,2024-02-06 14:46:30,630,76.2,loud,0
AUD2997,TRIP051,2024-02-06 14:47:00,660,69.1,conversation,0
AUD2998,TRIP051,2024-02-06 14:47:30,690,68.6,conversation,0
AUD2999,TRIP051,2024-02-06 14:48:00,720,68.7,conversation,0
AUD3000,TRIP051,2024-02-06 14:48:30,750,60.4,normal,0
AUD3001,TRIP051,2024-02-06 14:49:00,780,70.0,conversation,0
AUD3002,TRIP051,2024-02-06 14:49:30,810,70.0,conversation,0
AUD3003,TRIP051,2024-02-06 14:50:00,840,62.0,normal,0
AUD3004,TRIP051,2024-02-06 14:50:30,870,63.3,normal,0
AUD3005,TRIP051,2024-02-06 14:51:00,900,60.4,normal,0
AUD3006,TRIP051,2024-02-06 14:51:30,930,65.5,conversation,0
AUD3007,TRIP051,2024-02-06 14:52:00,960,61.2,normal,0
AUD3008,TRIP051,2024-02-06 14:52:30,990,66.2,conversation,0
AUD3009,TRIP051,2024-02-06 14:53:00,1020,61.0,normal,0
AUD3010,TRIP051,2024-02-06 14:53:30,1050,69.2,conversation,0
AUD3011,TRIP051,2024-02-06 14:54:00,1080,61.3,normal,0
AUD3012,TRIP051,2024-02-06 14:54:30,1110,80.0,loud,0
AUD3013,TRIP051,2024-02-06 14:55:00,1140,81.6,loud,0
AUD3014,TRIP051,2024-02-06 14:55:30,1170,75.5,loud,0
AUD3015,TRIP051,2024-02-06 14:56:00,1200,76.2,loud,0
AUD3016,TRIP051,2024-02-06 14:56:30,1230,75.3,loud,0
AUD3017,TRIP051,2024-02-06 14:57:00,1260,76.8,loud,0
AUD3018,TRIP051,2024-02-06 14:57:30,1290,73.4,loud,0
AUD3019,TRIP051,2024-02-06 14:58:00,1320,63.6,normal,0
AUD3020,TRIP051,2024-02-06 14:58:30,1350,66.5,conversation,0
AUD3021,TRIP051,2024-02-06 14:59:00,1380,74.5,loud,0
AUD3022,TRIP051,2024-02-06 14:59:30,1410,66.4,conversation,0
AUD3023,TRIP051,2024-02-06 15:00:00,1440,65.3,conversation,0
AUD3024,TRIP051,2024-02-06 15:00:30,1470,71.3,conversation,0
AUD3025,TRIP051,2024-02-06 15:01:00,1500,66.7,conversation,0
AUD3026,TRIP051,2024-02-06 15:01:30,1530,77.3,loud,0
AUD3027,TRIP051,2024-02-06 15:02:00,1560,69.8,conversation,0
AUD3028,TRIP051,2024-02-06 15:02:30,1590,71.0,conversation,0
AUD3029,TRIP051,2024-02-06 15:03:00,1620,72.2,loud,0
AUD3030,TRIP051,2024-02-06 15:03:30,1650,76.2,loud,0
AUD3031,TRIP051,2024-02-06 15:04:00,1680,70.7,conversation,0
AUD3032,TRIP051,2024-02-06 15:04:30,1710,72.1,loud,0
AUD3033,TRIP051,2024-02-06 15:05:00,1740,60.1,normal,0
AUD3034,TRIP051,2024-02-06 15:05:30,1770,67.6,conversation,0
AUD3035,TRIP051,2024-02-06 15:06:00,1800,63.4,normal,0
AUD3036,TRIP051,2024-02-06 15:06:30,1830,60.0,normal,0
AUD3037,TRIP051,2024-02-06 15:07:00,1860,71.9,conversation,0
AUD3038,TRIP051,2024-02-06 15:07:30,1890,75.0,loud,0
AUD3039,TRIP051,2024-02-06 15:08:00,1920,69.7,conversation,0
AUD3040,TRIP051,2024-02-06 15:08:30,1950,68.2,conversation,0
AUD3041,TRIP051,2024-02-06 15:09:00,1980,61.9,normal,0
AUD3042,TRIP051,2024-02-06 15:09:30,2010,60.7,normal,0
AUD3043,TRIP051,2024-02-06 15:10:00,2040,63.7,normal,0
AUD3044,TRIP051,2024-02-06 15:10:30,2070,62.4,normal,0
AUD3045,TRIP051,2024-02-06 15:11:00,2100,67.3,conversation,0
AUD3046,TRIP052,2024-02-06 15:18:00,0,53.5,quiet,0
AUD3047,TRIP052,2024-02-06 15:18:30,30,56.9,quiet,0
AUD3048,TRIP052,2024-02-06 15:19:00,60,50.2,quiet,0
AUD3049,TRIP052,2024-02-06 15:19:30,90,67.4,conversation,0
AUD3050,TRIP052,2024-02-06 15:20:00,120,71.2,conversation,0
AUD3051,TRIP052,2024-02-06 15:20:30,150,72.6,loud,0
AUD3052,TRIP052,2024-02-06 15:21:00,180,75.8,loud,0
AUD3053,TRIP052,2024-02-06 15:21:30,210,73.1,loud,0
AUD3054,TRIP052,2024-02-06 15:22:00,240,70.1,conversation,0
AUD3055,TRIP052,2024-02-06 15:22:30,270,75.6,loud,0
AUD3056,TRIP052,2024-02-06 15:23:00,300,65.4,conversation,0
AUD3057,TRIP052,2024-02-06 15:23:30,330,69.2,conversation,0
AUD3058,TRIP052,2024-02-06 15:24:00,360,66.0,conversation,0
AUD3059,TRIP052,2024-02-06 15:24:30,390,61.5,normal,0
AUD3060,TRIP052,2024-02-06 15:25:00,420,63.7,normal,0
AUD3061,TRIP052,2024-02-06 15:25:30,450,65.7,conversation,0
AUD3062,TRIP052,2024-02-06 15:26:00,480,70.0,conversation,0
AUD3063,TRIP052,2024-02-06 15:26:30,510,70.9,conversation,0
AUD3064,TRIP052,2024-02-06 15:27:00,540,73.7,loud,0
AUD3065,TRIP052,2024-02-06 15:27:30,570,69.8,conversation,0
AUD3066,TRIP052,2024-02-06 15:28:00,600,62.1,normal,0
AUD3067,TRIP052,2024-02-06 15:28:30,630,66.0,conversation,0
AUD3068,TRIP052,2024-02-06 15:29:00,660,67.7,conversation,0
AUD3069,TRIP052,2024-02-06 15:29:30,690,67.3,conversation,0
AUD3070,TRIP052,2024-02-06 15:30:00,720,61.7,normal,0
AUD3071,TRIP052,2024-02-06 15:30:30,750,71.5,conversation,0
AUD3072,TRIP052,2024-02-06 15:31:00,780,68.3,conversation,0
AUD3073,TRIP052,2024-02-06 15:31:30,810,65.6,conversation,0
AUD3074,TRIP052,2024-02-06 15:32:00,840,72.9,loud,0
AUD3075,TRIP052,2024-02-06 15:32:30,870,75.6,loud,0
AUD3076,TRIP052,2024-02-06 15:33:00,900,69.3,conversation,0
AUD3077,TRIP052,2024-02-06 15:33:30,930,69.4,conversation,0
AUD3078,TRIP052,2024-02-06 15:34:00,960,68.5,conversation,0
AUD3079,TRIP052,2024-02-06 15:34:30,990,73.8,loud,0
AUD3080,TRIP052,2024-02-06 15:35:00,1020,76.4,loud,0
AUD3081,TRIP052,2024-02-06 15:35:30,1050,61.7,normal,0
AUD3082,TRIP052,2024-02-06 15:36:00,1080,69.1,conversation,0
AUD3083,TRIP052,2024-02-06 15:36:30,1110,67.6,conversation,0
AUD3084,TRIP052,2024-02-06 15:37:00,1140,67.5,conversation,0
AUD3085,TRIP052,2024-02-06 15:37:30,1170,61.0,normal,0
AUD3086,TRIP052,2024-02-06 15:38:00,1200,63.6,normal,0
AUD3087,TRIP052,2024-02-06 15:38:30,1230,60.6,normal,0
AUD3088,TRIP052,2024-02-06 15:39:00,1260,67.4,conversation,0
AUD3089,TRIP052,2024-02-06 15:39:30,1290,73.8,loud,0
AUD3090,TRIP052,2024-02-06 15:40:00,1320,63.7,normal,0
AUD3091,TRIP052,2024-02-06 15:40:30,1350,74.9,loud,0
AUD3092,TRIP052,2024-02-06 15:41:00,1380,63.5,normal,0
AUD3093,TRIP052,2024-02-06 15:41:30,1410,64.3,normal,0
AUD3094,TRIP052,2024-02-06 15:42:00,1440,68.9,conversation,0
AUD3095,TRIP052,2024-02-06 15:42:30,1470,65.0,conversation,0
AUD3096,TRIP052,2024-02-06 15:43:00,1500,61.1,normal,0
AUD3097,TRIP052,2024-02-06 15:43:30,1530,67.1,conversation,0
AUD3098,TRIP052,2024-02-06 15:44:00,1560,62.8,normal,0
AUD3099,TRIP052,2024-02-06 15:44:30,1590,61.8,normal,0
AUD3100,TRIP052,2024-02-06 15:45:00,1620,63.2,normal,0
AUD3101,TRIP052,2024-02-06 15:45:30,1650,67.3,conversation,0
AUD3102,TRIP052,2024-02-06 15:46:00,1680,71.7,conversation,0
AUD3103,TRIP052,2024-02-06 15:46:30,1710,67.2,conversation,0
AUD3104,TRIP052,2024-02-06 15:47:00,1740,70.5,conversation,0
AUD3105,TRIP052,2024-02-06 15:47:30,1770,66.6,conversation,0
AUD3106,TRIP052,2024-02-06 15:48:00,1800,65.4,conversation,0
AUD3107,TRIP052,2024-02-06 15:48:30,1830,77.5,loud,0
AUD3108,TRIP052,2024-02-06 15:49:00,1860,71.2,conversation,0
AUD3109,TRIP052,2024-02-06 15:49:30,1890,81.0,loud,0
AUD3110,TRIP052,2024-02-06 15:50:00,1920,58.1,normal,0
AUD3111,TRIP052,2024-02-06 15:50:30,1950,50.6,quiet,0
AUD3112,TRIP052,2024-02-06 15:51:00,1980,58.8,normal,0
AUD3113,TRIP052,2024-02-06 15:51:30,2010,50.3,quiet,0
AUD3114,TRIP052,2024-02-06 15:52:00,2040,55.9,quiet,0
AUD3115,TRIP052,2024-02-06 15:52:30,2070,74.2,loud,0
AUD3116,TRIP052,2024-02-06 15:53:00,2100,73.8,loud,0
AUD3117,TRIP053,2024-02-06 12:06:00,0,56.2,quiet,0
AUD3118,TRIP053,2024-02-06 12:06:30,30,51.3,quiet,0
AUD3119,TRIP053,2024-02-06 12:07:00,60,72.7,loud,0
AUD3120,TRIP053,2024-02-06 12:07:30,90,72.2,loud,0
AUD3121,TRIP053,2024-02-06 12:08:00,120,72.0,loud,0
AUD3122,TRIP053,2024-02-06 12:08:30,150,65.5,conversation,0
AUD3123,TRIP053,2024-02-06 12:09:00,180,65.1,conversation,0
AUD3124,TRIP053,2024-02-06 12:09:30,210,64.5,normal,0
AUD3125,TRIP053,2024-02-06 12:10:00,240,68.5,conversation,0
AUD3126,TRIP053,2024-02-06 12:10:30,270,64.4,normal,0
AUD3127,TRIP053,2024-02-06 12:11:00,300,77.0,loud,0
AUD3128,TRIP053,2024-02-06 12:11:30,330,76.4,loud,0
AUD3129,TRIP053,2024-02-06 12:12:00,360,74.4,loud,0
AUD3130,TRIP053,2024-02-06 12:12:30,390,71.3,conversation,0
AUD3131,TRIP053,2024-02-06 12:13:00,420,73.4,loud,0
AUD3132,TRIP053,2024-02-06 12:13:30,450,71.5,conversation,0
AUD3133,TRIP053,2024-02-06 12:14:00,480,66.6,conversation,0
AUD3134,TRIP053,2024-02-06 12:14:30,510,63.4,normal,0
AUD3135,TRIP053,2024-02-06 12:15:00,540,61.8,normal,0
AUD3136,TRIP053,2024-02-06 12:15:30,570,70.9,conversation,0
AUD3137,TRIP053,2024-02-06 12:16:00,600,69.9,conversation,0
AUD3138,TRIP053,2024-02-06 12:16:30,630,72.5,loud,0
AUD3139,TRIP053,2024-02-06 12:17:00,660,71.4,conversation,0
AUD3140,TRIP053,2024-02-06 12:17:30,690,72.8,loud,0
AUD3141,TRIP053,2024-02-06 12:18:00,720,67.9,conversation,0
AUD3142,TRIP053,2024-02-06 12:18:30,750,69.0,conversation,0
AUD3143,TRIP053,2024-02-06 12:19:00,780,61.0,normal,0
AUD3144,TRIP053,2024-02-06 12:19:30,810,73.2,loud,0
AUD3145,TRIP053,2024-02-06 12:20:00,840,74.1,loud,0
AUD3146,TRIP053,2024-02-06 12:20:30,870,74.2,loud,0
AUD3147,TRIP053,2024-02-06 12:21:00,900,73.0,loud,0
AUD3148,TRIP053,2024-02-06 12:21:30,930,61.1,normal,0
AUD3149,TRIP053,2024-02-06 12:22:00,960,79.5,loud,0
AUD3150,TRIP053,2024-02-06 12:22:30,990,72.5,loud,0
AUD3151,TRIP053,2024-02-06 12:23:00,1020,78.2,loud,0
AUD3152,TRIP053,2024-02-06 12:23:30,1050,64.5,normal,0
AUD3153,TRIP053,2024-02-06 12:24:00,1080,71.8,conversation,0
AUD3154,TRIP053,2024-02-06 12:24:30,1110,53.8,quiet,0
AUD3155,TRIP053,2024-02-06 12:25:00,1140,52.0,quiet,0
AUD3156,TRIP053,2024-02-06 12:25:30,1170,66.9,conversation,0
AUD3157,TRIP053,2024-02-06 12:26:00,1200,75.9,loud,0
AUD3158,TRIP053,2024-02-06 12:26:30,1230,68.2,conversation,0
AUD3159,TRIP053,2024-02-06 12:27:00,1260,75.5,loud,0
AUD3160,TRIP053,2024-02-06 12:27:30,1290,61.6,normal,0
AUD3161,TRIP053,2024-02-06 12:28:00,1320,68.9,conversation,0
AUD3162,TRIP053,2024-02-06 12:28:30,1350,71.0,conversation,0
AUD3163,TRIP053,2024-02-06 12:29:00,1380,69.7,conversation,0
AUD3164,TRIP053,2024-02-06 12:29:30,1410,67.7,conversation,0
AUD3165,TRIP053,2024-02-06 12:30:00,1440,67.1,conversation,0
AUD3166,TRIP053,2024-02-06 12:30:30,1470,71.3,conversation,0
AUD3167,TRIP053,2024-02-06 12:31:00,1500,78.8,loud,0
AUD3168,TRIP053,2024-02-06 12:31:30,1530,71.9,conversation,0
AUD3169,TRIP053,2024-02-06 12:32:00,1560,76.0,loud,0
AUD3170,TRIP053,2024-02-06 12:32:30,1590,72.7,loud,0
AUD3171,TRIP053,2024-02-06 12:33:00,1620,66.1,conversation,0
AUD3172,TRIP053,2024-02-06 12:33:30,1650,52.7,quiet,0
AUD3173,TRIP053,2024-02-06 12:34:00,1680,56.9,quiet,0
AUD3174,TRIP054,2024-02-06 12:44:00,0,55.0,quiet,0
AUD3175,TRIP054,2024-02-06 12:44:30,30,56.2,quiet,0
AUD3176,TRIP054,2024-02-06 12:45:00,60,56.9,quiet,0
AUD3177,TRIP054,2024-02-06 12:45:30,90,57.9,quiet,0
AUD3178,TRIP054,2024-02-06 12:46:00,120,60.1,normal,0
AUD3179,TRIP054,2024-02-06 12:46:30,150,60.2,normal,0
AUD3180,TRIP054,2024-02-06 12:47:00,180,65.0,conversation,0
AUD3181,TRIP054,2024-02-06 12:47:30,210,68.1,conversation,0
AUD3182,TRIP054,2024-02-06 12:48:00,240,70.9,conversation,0
AUD3183,TRIP054,2024-02-06 12:48:30,270,71.0,conversation,0
AUD3184,TRIP054,2024-02-06 12:49:00,300,70.4,conversation,0
AUD3185,TRIP054,2024-02-06 12:49:30,330,65.2,conversation,0
AUD3186,TRIP054,2024-02-06 12:50:00,360,65.8,conversation,0
AUD3187,TRIP054,2024-02-06 12:50:30,390,65.3,conversation,0
AUD3188,TRIP054,2024-02-06 12:51:00,420,66.3,conversation,0
AUD3189,TRIP054,2024-02-06 12:51:30,450,63.8,normal,0
AUD3190,TRIP054,2024-02-06 12:52:00,480,65.0,conversation,0
AUD3191,TRIP054,2024-02-06 12:52:30,510,66.3,conversation,0
AUD3192,TRIP054,2024-02-06 12:53:00,540,65.5,conversation,0
AUD3193,TRIP054,2024-02-06 12:53:30,570,68.8,conversation,0
AUD3194,TRIP054,2024-02-06 12:54:00,600,77.2,loud,0
AUD3195,TRIP054,2024-02-06 12:54:30,630,64.6,normal,0
AUD3196,TRIP054,2024-02-06 12:55:00,660,66.4,conversation,0
AUD3197,TRIP054,2024-02-06 12:55:30,690,54.7,quiet,0
AUD3198,TRIP054,2024-02-06 12:56:00,720,54.5,quiet,0
AUD3199,TRIP054,2024-02-06 12:56:30,750,71.1,conversation,0
AUD3200,TRIP054,2024-02-06 12:57:00,780,77.1,loud,0
AUD3201,TRIP054,2024-02-06 12:57:30,810,71.3,conversation,0
AUD3202,TRIP054,2024-02-06 12:58:00,840,61.8,normal,0
AUD3203,TRIP054,2024-02-06 12:58:30,870,60.2,normal,0
AUD3204,TRIP054,2024-02-06 12:59:00,900,64.3,normal,0
AUD3205,TRIP054,2024-02-06 12:59:30,930,67.1,conversation,0
AUD3206,TRIP054,2024-02-06 13:00:00,960,75.0,loud,0
AUD3207,TRIP054,2024-02-06 13:00:30,990,73.1,loud,0
AUD3208,TRIP054,2024-02-06 13:01:00,1020,72.4,loud,0
AUD3209,TRIP054,2024-02-06 13:01:30,1050,98.0,argument,30
AUD3210,TRIP054,2024-02-06 13:02:00,1080,67.3,conversation,0
AUD3211,TRIP054,2024-02-06 13:02:30,1110,71.4,conversation,0
AUD3212,TRIP054,2024-02-06 13:03:00,1140,73.3,loud,0
AUD3213,TRIP054,2024-02-06 13:03:30,1170,68.0,conversation,0
AUD3214,TRIP054,2024-02-06 13:04:00,1200,73.5,loud,0
AUD3215,TRIP054,2024-02-06 13:04:30,1230,65.9,conversation,0
AUD3216,TRIP054,2024-02-06 13:05:00,1260,72.7,loud,0
AUD3217,TRIP055,2024-02-06 13:14:00,0,68.4,conversation,0
AUD3218,TRIP055,2024-02-06 13:14:30,30,64.3,normal,0
AUD3219,TRIP055,2024-02-06 13:15:00,60,63.5,normal,0
AUD3220,TRIP055,2024-02-06 13:15:30,90,67.2,conversation,0
AUD3221,TRIP055,2024-02-06 13:16:00,120,77.2,loud,0
AUD3222,TRIP055,2024-02-06 13:16:30,150,74.3,loud,0
AUD3223,TRIP055,2024-02-06 13:17:00,180,66.6,conversation,0
AUD3224,TRIP055,2024-02-06 13:17:30,210,75.0,loud,0
AUD3225,TRIP055,2024-02-06 13:18:00,240,79.3,loud,0
AUD3226,TRIP055,2024-02-06 13:18:30,270,81.4,loud,0
AUD3227,TRIP055,2024-02-06 13:19:00,300,76.8,loud,0
AUD3228,TRIP055,2024-02-06 13:19:30,330,81.4,loud,0
AUD3229,TRIP055,2024-02-06 13:20:00,360,70.3,conversation,0
AUD3230,TRIP055,2024-02-06 13:20:30,390,70.1,conversation,0
AUD3231,TRIP055,2024-02-06 13:21:00,420,60.4,normal,0
AUD3232,TRIP055,2024-02-06 13:21:30,450,69.2,conversation,0
AUD3233,TRIP055,2024-02-06 13:22:00,480,69.2,conversation,0
AUD3234,TRIP055,2024-02-06 13:22:30,510,65.2,conversation,0
AUD3235,TRIP055,2024-02-06 13:23:00,540,66.8,conversation,0
AUD3236,TRIP055,2024-02-06 13:23:30,570,62.3,normal,0
AUD3237,TRIP055,2024-02-06 13:24:00,600,60.8,normal,0
AUD3238,TRIP055,2024-02-06 13:24:30,630,68.6,conversation,0
AUD3239,TRIP055,2024-02-06 13:25:00,660,70.2,conversation,0
AUD3240,TRIP055,2024-02-06 13:25:30,690,71.4,conversation,0
AUD3241,TRIP055,2024-02-06 13:26:00,720,64.0,normal,0
AUD3242,TRIP055,2024-02-06 13:26:30,750,74.9,loud,0
AUD3243,TRIP055,2024-02-06 13:27:00,780,78.5,loud,0
AUD3244,TRIP055,2024-02-06 13:27:30,810,70.5,conversation,0
AUD3245,TRIP055,2024-02-06 13:28:00,840,59.3,normal,0
AUD3246,TRIP055,2024-02-06 13:28:30,870,51.9,quiet,0
