sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC5536,TRIP047,2024-02-06 12:40:15,1815,2.7084,-0.498,9.724,5.0,28.6308,77.2136
ACC5537,TRIP047,2024-02-06 12:40:30,1830,-2.3781,0.353,9.6797,5.0,28.6309,77.2136
ACC5538,TRIP047,2024-02-06 12:40:45,1845,-2.3543,0.0397,9.7764,5.0,28.6307,77.2136
ACC5539,TRIP047,2024-02-06 12:41:00,1860,2.1794,-0.0723,9.7247,5.0,28.6308,77.2136
ACC5540,TRIP047,2024-02-06 12:41:15,1875,1.6714,-0.3043,9.7021,5.0,28.6307,77.2137
ACC5541,TRIP047,2024-02-06 12:41:30,1890,1.9761,-0.3508,9.7088,5.0,28.6307,77.2135
ACC5542,TRIP047,2024-02-06 12:41:45,1905,1.6854,0.0165,9.6747,5.0,28.6308,77.2136
ACC5543,TRIP047,2024-02-06 12:42:00,1920,-2.3284,-0.4963,9.7781,5.0,28.6308,77.2135
ACC5544,TRIP047,2024-02-06 12:42:15,1935,2.3423,-0.102,9.7986,5.0,28.6308,77.2133
ACC5545,TRIP047,2024-02-06 12:42:30,1950,-1.9481,-0.2816,9.7625,5.0,28.6307,77.2133
ACC5546,TRIP047,2024-02-06 12:42:45,1965,-0.1471,0.0463,9.7119,10.0,28.6304,77.2132
ACC5547,TRIP047,2024-02-06 12:43:00,1980,0.2029,0.0543,9.8388,12.9,28.6302,77.2131
ACC5548,TRIP047,2024-02-06 12:43:15,1995,-0.04,0.2785,9.6971,12.7,28.6298,77.2132
ACC5549,TRIP047,2024-02-06 12:43:30,2010,-0.0244,0.0753,9.6628,11.7,28.6295,77.2136
ACC5550,TRIP047,2024-02-06 12:43:45,2025,-0.2828,-0.3366,9.712,14.0,28.6291,77.2141
ACC5551,TRIP047,2024-02-06 12:44:00,2040,-0.2721,-0.2569,9.6034,13.8,28.629,77.2146
ACC5552,TRIP047,2024-02-06 12:44:15,2055,-0.1135,-0.2678,9.665,12.9,28.6287,77.2141
ACC5553,TRIP047,2024-02-06 12:44:30,2070,0.0754,-0.2817,9.8206,11.9,28.6289,77.2138
ACC5554,TRIP047,2024-02-06 12:44:45,2085,-0.0911,-0.1365,9.6783,10.0,28.6291,77.2137
ACC5555,TRIP047,2024-02-06 12:45:00,2100,-0.0078,0.0348,9.844,5.4,28.6292,77.2137
ACC5556,TRIP047,2024-02-06 12:45:15,2115,0.0229,0.0226,9.8212,0.0,28.6292,77.2137
ACC5557,TRIP047,2024-02-06 12:45:30,2130,-0.0095,-0.0201,9.8312,0.0,28.6292,77.2137
ACC5558,TRIP047,2024-02-06 12:45:45,2145,0.0229,0.0047,9.8052,0.0,28.6292,77.2137
ACC5559,TRIP047,2024-02-06 12:46:00,2160,-0.044,-0.0197,9.7559,0.0,28.6292,77.2137
ACC5560,TRIP048,2024-02-06 12:53:00,0,-0.0358,0.0302,9.8296,0.0,28.6254,77.2213
ACC5561,TRIP048,2024-02-06 12:53:15,15,-0.0288,0.0261,9.8461,0.0,28.6254,77.2213
ACC5562,TRIP048,2024-02-06 12:53:30,30,-0.0446,0.0068,9.8402,0.0,28.6254,77.2213
ACC5563,TRIP048,2024-02-06 12:53:45,45,0.0153,0.0401,9.8194,0.0,28.6254,77.2213
ACC5564,TRIP048,2024-02-06 12:54:00,60,-0.0188,-0.0199,9.8285,0.0,28.6254,77.2213
ACC5565,TRIP048,2024-02-06 12:54:15,75,0.0046,-0.0326,9.8408,0.0,28.6254,77.2213
ACC5566,TRIP048,2024-02-06 12:54:30,90,0.0024,0.0115,9.7798,0.0,28.6254,77.2213
ACC5567,TRIP048,2024-02-06 12:54:45,105,0.0208,-0.025,9.7833,0.0,28.6254,77.2213
ACC5568,TRIP048,2024-02-06 12:55:00,120,-0.1643,-0.3074,9.7453,10.0,28.6257,77.2211
ACC5569,TRIP048,2024-02-06 12:55:15,135,0.1247,-0.3687,9.683,10.0,28.6256,77.2213
ACC5570,TRIP048,2024-02-06 12:55:30,150,-0.0306,-0.0085,9.6678,10.0,28.626,77.221
ACC5571,TRIP048,2024-02-06 12:55:45,165,0.2153,0.3478,9.801,10.0,28.6262,77.2213
ACC5572,TRIP048,2024-02-06 12:56:00,180,0.0309,0.1126,9.7447,12.0,28.6266,77.2217
ACC5573,TRIP048,2024-02-06 12:56:15,195,-0.2751,0.1186,9.7286,10.0,28.6267,77.2219
ACC5574,TRIP048,2024-02-06 12:56:30,210,-0.1837,-0.0719,9.726,12.8,28.6267,77.222
ACC5575,TRIP048,2024-02-06 12:56:45,225,0.0257,-0.0006,9.7802,15.8,28.6267,77.2218
ACC5576,TRIP048,2024-02-06 12:57:00,240,0.2668,-0.0217,9.7063,13.5,28.6271,77.2213
ACC5577,TRIP048,2024-02-06 12:57:15,255,0.2042,0.3938,9.8336,16.4,28.6274,77.2208
ACC5578,TRIP048,2024-02-06 12:57:30,270,-0.3,-3.9217,9.7058,2.1,28.6274,77.2207
ACC5579,TRIP048,2024-02-06 12:57:45,285,-0.2312,-3.8401,9.7493,0.0,28.6274,77.2207
ACC5580,TRIP048,2024-02-06 12:58:00,300,0.1477,-2.8567,9.5021,0.0,28.6274,77.2207
ACC5581,TRIP048,2024-02-06 12:58:15,315,-0.3655,-2.8973,9.5808,0.0,28.6274,77.2207
ACC5582,TRIP048,2024-02-06 12:58:30,330,0.2846,-1.9089,9.736,0.0,28.6274,77.2207
ACC5583,TRIP048,2024-02-06 12:58:45,345,-0.1691,-2.5909,9.6362,0.0,28.6274,77.2207
ACC5584,TRIP048,2024-02-06 12:59:00,360,-0.0835,-3.6787,9.597,0.0,28.6274,77.2207
ACC5585,TRIP048,2024-02-06 12:59:15,375,-0.2501,-3.998,9.6928,0.0,28.6274,77.2207
ACC5586,TRIP048,2024-02-06 12:59:30,390,-0.2458,-0.2161,9.6407,10.0,28.6277,77.2207
ACC5587,TRIP048,2024-02-06 12:59:45,405,-0.1155,0.1642,9.6361,10.0,28.6274,77.2205
ACC5588,TRIP048,2024-02-06 13:00:00,420,0.1725,-0.2852,9.6551,12.0,28.6274,77.2206
ACC5589,TRIP048,2024-02-06 13:00:15,435,-0.1963,-0.1798,9.6343,13.1,28.6272,77.2202
ACC5590,TRIP048,2024-02-06 13:00:30,450,0.2041,0.2683,9.6815,10.9,28.6275,77.2199
ACC5591,TRIP048,2024-02-06 13:00:45,465,-0.0667,0.0272,9.82,12.1,28.6271,77.2201
ACC5592,TRIP048,2024-02-06 13:01:00,480,0.1463,-0.2148,9.8351,14.4,28.6271,77.2202
ACC5593,TRIP048,2024-02-06 13:01:15,495,-0.154,-0.2576,9.7687,16.6,28.6267,77.22
ACC5594,TRIP048,2024-02-06 13:01:30,510,-0.2384,-0.3397,9.7389,15.4,28.6265,77.2205
ACC5595,TRIP048,2024-02-06 13:01:45,525,-0.2804,-0.2749,9.604,14.8,28.6262,77.2203
ACC5596,TRIP048,2024-02-06 13:02:00,540,-0.0391,0.2974,9.707,13.2,28.6266,77.2203
ACC5597,TRIP048,2024-02-06 13:02:15,555,-0.2791,-0.1742,9.786,12.5,28.6263,77.2208
ACC5598,TRIP048,2024-02-06 13:02:30,570,0.0959,-0.3987,9.7313,10.6,28.6266,77.2211
ACC5599,TRIP048,2024-02-06 13:02:45,585,0.1185,-0.2173,9.7554,10.0,28.6267,77.2208
ACC5600,TRIP048,2024-02-06 13:03:00,600,-0.1613,-0.1561,9.7725,10.0,28.6266,77.2208
ACC5601,TRIP048,2024-02-06 13:03:15,615,0.0428,0.2813,9.7806,10.0,28.6264,77.2207
ACC5602,TRIP048,2024-02-06 13:03:30,630,-0.0056,0.3593,9.6623,12.8,28.6266,77.2209
ACC5603,TRIP048,2024-02-06 13:03:45,645,-0.2568,-0.0777,9.7536,10.6,28.627,77.2212
ACC5604,TRIP048,2024-02-06 13:04:00,660,0.1878,-0.2804,9.712,10.0,28.6266,77.2211
ACC5605,TRIP048,2024-02-06 13:04:15,675,0.0498,-0.2402,9.8417,10.0,28.6269,77.221
ACC5606,TRIP048,2024-02-06 13:04:30,690,-0.2517,-2.0976,9.5423,3.4,28.6269,77.2211
ACC5607,TRIP048,2024-02-06 13:04:45,705,-0.0998,-3.0707,9.7177,0.0,28.6269,77.2211
ACC5608,TRIP048,2024-02-06 13:05:00,720,0.3029,-3.9404,9.5401,0.0,28.6269,77.2211
ACC5609,TRIP048,2024-02-06 13:05:15,735,0.2053,-3.5385,9.571,0.0,28.6269,77.2211
ACC5610,TRIP048,2024-02-06 13:05:30,750,-0.1887,0.2175,9.6441,10.0,28.6271,77.2214
ACC5611,TRIP048,2024-02-06 13:05:45,765,-0.2198,0.1889,9.6362,10.0,28.6274,77.2216
ACC5612,TRIP048,2024-02-06 13:06:00,780,0.0499,0.2933,9.7384,12.9,28.6271,77.2219
ACC5613,TRIP048,2024-02-06 13:06:15,795,-0.2269,0.2775,9.6867,14.1,28.6266,77.2221
ACC5614,TRIP048,2024-02-06 13:06:30,810,-0.2779,-0.0597,9.8083,16.9,28.6269,77.2218
ACC5615,TRIP048,2024-02-06 13:06:45,825,0.2639,-0.1221,9.6979,19.0,28.6266,77.2212
ACC5616,TRIP048,2024-02-06 13:07:00,840,-0.0982,-0.3113,9.7979,21.4,28.6259,77.2207
ACC5617,TRIP048,2024-02-06 13:07:15,855,0.231,-0.2792,9.6598,21.9,28.6267,77.2214
ACC5618,TRIP048,2024-02-06 13:07:30,870,-0.0773,-0.2047,9.74,21.2,28.6267,77.2207
ACC5619,TRIP048,2024-02-06 13:07:45,885,-0.2024,0.3855,9.6779,23.4,28.6265,77.2215
ACC5620,TRIP048,2024-02-06 13:08:00,900,0.1247,-0.1168,9.7508,23.7,28.6266,77.2213
ACC5621,TRIP048,2024-02-06 13:08:15,915,-0.0605,-0.095,9.7019,21.2,28.6271,77.2205
ACC5622,TRIP048,2024-02-06 13:08:30,930,0.0413,0.1131,9.6528,20.4,28.6271,77.2206
ACC5623,TRIP048,2024-02-06 13:08:45,945,-0.2356,0.0343,9.6976,19.6,28.6271,77.2201
ACC5624,TRIP048,2024-02-06 13:09:00,960,0.0234,0.1337,9.7751,22.4,28.6276,77.2195
ACC5625,TRIP048,2024-02-06 13:09:15,975,0.1592,3.3093,9.6415,31.4,28.6276,77.2186
ACC5626,TRIP048,2024-02-06 13:09:30,990,0.2797,3.1063,9.7351,36.9,28.6283,77.2192
ACC5627,TRIP048,2024-02-06 13:09:45,1005,-0.1308,1.6049,9.6236,42.6,28.6273,77.2191
ACC5628,TRIP048,2024-02-06 13:10:00,1020,0.1483,2.0365,9.6353,47.5,28.6289,77.219
ACC5629,TRIP048,2024-02-06 13:10:15,1035,0.1031,-0.104,9.7278,50.0,28.6293,77.2186
ACC5630,TRIP048,2024-02-06 13:10:30,1050,0.1392,-0.3391,9.8332,52.1,28.629,77.2196
ACC5631,TRIP048,2024-02-06 13:10:45,1065,-0.2829,-0.0349,9.7245,49.2,28.6282,77.2198
ACC5632,TRIP048,2024-02-06 13:11:00,1080,-0.0023,-0.39,9.8059,50.5,28.6268,77.2216
ACC5633,TRIP048,2024-02-06 13:11:15,1095,0.0914,-0.1486,9.7455,48.4,28.6267,77.223
ACC5634,TRIP048,2024-02-06 13:11:30,1110,0.0318,0.0496,9.8067,49.6,28.6268,77.2219
ACC5635,TRIP048,2024-02-06 13:11:45,1125,0.2684,0.2497,9.7804,49.4,28.6271,77.2237
ACC5636,TRIP048,2024-02-06 13:12:00,1140,-0.0946,-0.0607,9.713,51.2,28.6259,77.2251
ACC5637,TRIP048,2024-02-06 13:12:15,1155,0.214,0.2266,9.8182,48.3,28.6277,77.2256
ACC5638,TRIP048,2024-02-06 13:12:30,1170,0.1672,-0.0005,9.843,47.7,28.6282,77.226
ACC5639,TRIP048,2024-02-06 13:12:45,1185,0.2047,0.1394,9.7206,50.6,28.6282,77.2261
ACC5640,TRIP048,2024-02-06 13:13:00,1200,-0.2354,0.1069,9.8262,53.4,28.6273,77.2264
ACC5641,TRIP048,2024-02-06 13:13:15,1215,-0.0525,-0.2781,9.6087,55.3,28.6264,77.2255
ACC5642,TRIP048,2024-02-06 13:13:30,1230,-0.0085,0.0461,9.8423,48.2,28.6277,77.2253
ACC5643,TRIP048,2024-02-06 13:13:45,1245,0.0475,-0.0301,9.8064,41.2,28.6267,77.2266
ACC5644,TRIP048,2024-02-06 13:14:00,1260,0.0082,0.0446,9.8254,34.2,28.6259,77.2258
ACC5645,TRIP049,2024-02-06 13:20:00,0,-0.0427,0.0119,9.8447,0.0,28.6248,77.2169
ACC5646,TRIP049,2024-02-06 13:20:15,15,-0.0392,-0.0458,9.7932,0.0,28.6248,77.2169
ACC5647,TRIP049,2024-02-06 13:20:30,30,0.0049,0.0405,9.755,0.0,28.6248,77.2169
ACC5648,TRIP049,2024-02-06 13:20:45,45,0.0239,-0.0448,9.8269,0.0,28.6248,77.2169
ACC5649,TRIP049,2024-02-06 13:21:00,60,0.0402,0.0147,9.7806,0.0,28.6248,77.2169
ACC5650,TRIP049,2024-02-06 13:21:15,75,0.0233,0.0049,9.8348,0.0,28.6248,77.2169
ACC5651,TRIP049,2024-02-06 13:21:30,90,0.0335,-0.0071,9.8025,0.0,28.6248,77.2169
ACC5652,TRIP049,2024-02-06 13:21:45,105,-0.2119,-0.3674,9.6974,10.0,28.6251,77.2169
ACC5653,TRIP049,2024-02-06 13:22:00,120,0.1839,0.0831,9.7348,10.0,28.6249,77.2172
ACC5654,TRIP049,2024-02-06 13:22:15,135,-0.2018,0.2092,9.6383,12.0,28.6248,77.2171
ACC5655,TRIP049,2024-02-06 13:22:30,150,0.2182,0.1479,9.6348,14.9,28.6252,77.2171
ACC5656,TRIP049,2024-02-06 13:22:45,165,-0.1232,0.0377,9.7738,15.3,28.6252,77.2167
ACC5657,TRIP049,2024-02-06 13:23:00,180,0.1444,0.0531,9.8141,13.9,28.6251,77.2162
ACC5658,TRIP049,2024-02-06 13:23:15,195,-0.0609,-0.33,9.6426,16.0,28.6246,77.2168
ACC5659,TRIP049,2024-02-06 13:23:30,210,-0.0759,-0.3084,9.7689,18.9,28.6247,77.2163
ACC5660,TRIP049,2024-02-06 13:23:45,225,0.0337,-0.28,9.7672,21.0,28.6247,77.2155
ACC5661,TRIP049,2024-02-06 13:24:00,240,-0.2546,-0.3084,9.6561,22.1,28.6253,77.2152
ACC5662,TRIP049,2024-02-06 13:24:15,255,0.2652,1.5196,9.5823,31.1,28.6255,77.2142
ACC5663,TRIP049,2024-02-06 13:24:30,270,0.0514,3.0437,9.59,41.0,28.6242,77.2144
ACC5664,TRIP049,2024-02-06 13:24:45,285,0.2543,2.9551,9.7249,46.1,28.6228,77.2144
ACC5665,TRIP049,2024-02-06 13:25:00,300,-0.2424,2.8535,9.6385,55.9,28.6229,77.2128
ACC5666,TRIP049,2024-02-06 13:25:15,315,0.1302,2.2999,9.7816,61.5,28.6242,77.2117
ACC5667,TRIP049,2024-02-06 13:25:30,330,-0.1939,1.7559,9.5632,70.0,28.6261,77.2121
ACC5668,TRIP049,2024-02-06 13:25:45,345,-0.0975,2.676,9.6237,70.0,28.6244,77.2137
ACC5669,TRIP049,2024-02-06 13:26:00,360,-0.0104,2.0587,9.6444,70.0,28.6222,77.2117
ACC5670,TRIP049,2024-02-06 13:26:15,375,-0.0033,1.722,9.635,70.0,28.6245,77.2091
ACC5671,TRIP049,2024-02-06 13:26:30,390,-0.1823,3.4653,9.5887,70.0,28.6256,77.2088
ACC5672,TRIP049,2024-02-06 13:26:45,405,0.1737,-0.0164,9.7635,65.0,28.6233,77.2099
ACC5673,TRIP049,2024-02-06 13:27:00,420,0.125,0.1967,9.8383,65.0,28.6238,77.2109
ACC5674,TRIP049,2024-02-06 13:27:15,435,-0.0119,-0.2551,9.7078,62.9,28.6218,77.2132
ACC5675,TRIP049,2024-02-06 13:27:30,450,0.1142,-0.2553,9.7244,60.3,28.6218,77.2127
ACC5676,TRIP049,2024-02-06 13:27:45,465,0.1585,0.3714,9.7447,57.4,28.6205,77.2113
ACC5677,TRIP049,2024-02-06 13:28:00,480,0.1846,0.3187,9.8108,58.2,28.622,77.2102
ACC5678,TRIP049,2024-02-06 13:28:15,495,-0.1618,-0.0299,9.742,56.6,28.6219,77.2091
ACC5679,TRIP049,2024-02-06 13:28:30,510,0.2579,-0.3417,9.8286,56.7,28.6232,77.2092
ACC5680,TRIP049,2024-02-06 13:28:45,525,-0.0095,0.1392,9.7147,58.1,28.621,77.2103
ACC5681,TRIP049,2024-02-06 13:29:00,540,-0.026,-0.3724,9.821,57.7,28.6195,77.2101
ACC5682,TRIP049,2024-02-06 13:29:15,555,-0.2591,-0.302,9.7788,60.2,28.6187,77.2092
ACC5683,TRIP049,2024-02-06 13:29:30,570,0.1589,-2.2507,9.5897,52.7,28.6194,77.2085
ACC5684,TRIP049,2024-02-06 13:29:45,585,-0.3491,-2.8439,9.6516,42.6,28.619,77.208
ACC5685,TRIP049,2024-02-06 13:30:00,600,-0.3989,-2.8488,9.6133,31.3,28.6181,77.2071
ACC5686,TRIP049,2024-02-06 13:30:15,615,0.0473,-3.0132,9.5337,23.4,28.6187,77.2074
ACC5687,TRIP049,2024-02-06 13:30:30,630,0.3786,-3.2727,9.7365,10.2,28.6185,77.2077
ACC5688,TRIP049,2024-02-06 13:30:45,645,-0.3104,-2.1363,9.6659,0.5,28.6185,77.2077
ACC5689,TRIP049,2024-02-06 13:31:00,660,0.086,-2.7479,9.6974,0.0,28.6185,77.2077
ACC5690,TRIP049,2024-02-06 13:31:15,675,-2.5699,-0.4811,9.6094,5.0,28.6183,77.2076
ACC5691,TRIP049,2024-02-06 13:31:30,690,1.9329,0.0759,9.6362,5.0,28.6182,77.2075
ACC5692,TRIP049,2024-02-06 13:31:45,705,1.7459,-0.1799,9.6538,5.0,28.6183,77.2077
ACC5693,TRIP049,2024-02-06 13:32:00,720,-1.5935,0.2148,9.7941,5.0,28.6185,77.2077
ACC5694,TRIP049,2024-02-06 13:32:15,735,-1.7428,-0.2268,9.6417,5.0,28.6185,77.2077
ACC5695,TRIP049,2024-02-06 13:32:30,750,2.8736,0.4755,9.6227,5.0,28.6187,77.2078
ACC5696,TRIP049,2024-02-06 13:32:45,765,2.034,-0.0816,9.6993,5.0,28.6186,77.2078
ACC5697,TRIP049,2024-02-06 13:33:00,780,2.2229,-0.3421,9.6107,5.0,28.6185,77.208
ACC5698,TRIP049,2024-02-06 13:33:15,795,2.0391,-0.282,9.7198,5.0,28.6185,77.208
ACC5699,TRIP049,2024-02-06 13:33:30,810,-2.9165,-0.0131,9.7871,5.0,28.6185,77.2078
ACC5700,TRIP049,2024-02-06 13:33:45,825,-1.7423,-0.3112,9.7164,5.0,28.6186,77.2077
ACC5701,TRIP049,2024-02-06 13:34:00,840,-1.6471,0.1686,9.7082,5.0,28.6186,77.2077
ACC5702,TRIP049,2024-02-06 13:34:15,855,2.1711,0.3261,9.7331,5.0,28.6185,77.2077
ACC5703,TRIP049,2024-02-06 13:34:30,870,-1.6143,0.3215,9.614,5.0,28.6186,77.2077
ACC5704,TRIP049,2024-02-06 13:34:45,885,2.3889,0.4458,9.6064,5.0,28.6185,77.2075
ACC5705,TRIP049,2024-02-06 13:35:00,900,1.5696,0.1441,9.7817,5.0,28.6186,77.2073
ACC5706,TRIP049,2024-02-06 13:35:15,915,2.0319,0.3573,9.7823,5.0,28.6185,77.2072
ACC5707,TRIP049,2024-02-06 13:35:30,930,-2.9312,0.3766,9.6446,5.0,28.6186,77.2073
ACC5708,TRIP049,2024-02-06 13:35:45,945,-1.8718,0.3127,9.6645,5.0,28.6186,77.2075
ACC5709,TRIP049,2024-02-06 13:36:00,960,2.8506,0.0209,9.653,5.0,28.6186,77.2075
ACC5710,TRIP049,2024-02-06 13:36:15,975,2.106,0.0152,9.6674,5.0,28.6186,77.2075
ACC5711,TRIP049,2024-02-06 13:36:30,990,1.9873,-0.3444,9.6648,5.0,28.6185,77.2076
ACC5712,TRIP049,2024-02-06 13:36:45,1005,2.7183,-0.3484,9.6569,5.0,28.6184,77.2074
ACC5713,TRIP049,2024-02-06 13:37:00,1020,-0.2275,1.7515,9.6816,10.5,28.6185,77.207
ACC5714,TRIP049,2024-02-06 13:37:15,1035,0.0212,2.9676,9.623,14.8,28.6187,77.207
ACC5715,TRIP049,2024-02-06 13:37:30,1050,0.0908,2.4012,9.6734,20.6,28.6185,77.2075
ACC5716,TRIP049,2024-02-06 13:37:45,1065,0.216,2.203,9.6157,25.1,28.618,77.2084
ACC5717,TRIP049,2024-02-06 13:38:00,1080,0.2307,2.101,9.7407,33.5,28.6171,77.2089
ACC5718,TRIP049,2024-02-06 13:38:15,1095,0.0639,2.247,9.5745,43.0,28.6176,77.2085
ACC5719,TRIP049,2024-02-06 13:38:30,1110,-0.0775,3.1499,9.6243,47.6,28.6162,77.2095
ACC5720,TRIP049,2024-02-06 13:38:45,1125,0.2152,3.3121,9.7361,55.0,28.6153,77.2086
ACC5721,TRIP049,2024-02-06 13:39:00,1140,0.3023,-0.3468,8.0985,49.2,28.6148,77.2083
ACC5722,TRIP049,2024-02-06 13:39:15,1155,-0.268,0.1746,8.2571,44.7,28.6143,77.2082
ACC5723,TRIP049,2024-02-06 13:39:30,1170,-0.2906,-0.2516,10.3486,42.6,28.6132,77.207
ACC5724,TRIP049,2024-02-06 13:39:45,1185,0.182,-0.0203,8.3773,38.2,28.6136,77.2069
ACC5725,TRIP049,2024-02-06 13:40:00,1200,-0.2337,0.174,9.4702,33.5,28.6129,77.2068
ACC5726,TRIP049,2024-02-06 13:40:15,1215,0.1953,0.2955,8.8627,29.4,28.6137,77.2065
ACC5727,TRIP049,2024-02-06 13:40:30,1230,-0.2025,-0.1453,10.6301,23.7,28.6134,77.2062
ACC5728,TRIP049,2024-02-06 13:40:45,1245,-0.2118,0.3878,9.8323,20.7,28.6134,77.2068
ACC5729,TRIP049,2024-02-06 13:41:00,1260,0.2809,0.1203,12.5351,16.5,28.6133,77.2062
ACC5730,TRIP049,2024-02-06 13:41:15,1275,0.1596,0.0592,6.8169,12.2,28.6131,77.2062
ACC5731,TRIP049,2024-02-06 13:41:30,1290,-0.0432,0.0582,9.7301,14.9,28.6131,77.2056
ACC5732,TRIP049,2024-02-06 13:41:45,1305,0.2198,-0.1966,9.7027,14.2,28.6128,77.2051
ACC5733,TRIP049,2024-02-06 13:42:00,1320,0.2683,-0.0829,9.6589,14.2,28.6123,77.2052
ACC5734,TRIP049,2024-02-06 13:42:15,1335,-0.2253,-0.1793,9.8213,13.4,28.6124,77.2054
ACC5735,TRIP049,2024-02-06 13:42:30,1350,-0.0433,-0.2043,9.736,13.9,28.6119,77.2055
ACC5736,TRIP049,2024-02-06 13:42:45,1365,-0.1274,-0.379,9.6899,14.7,28.6123,77.2058
ACC5737,TRIP049,2024-02-06 13:43:00,1380,0.0721,-0.0714,9.7093,17.1,28.6125,77.2054
ACC5738,TRIP049,2024-02-06 13:43:15,1395,-0.1434,-0.1309,9.6739,19.9,28.613,77.2055
ACC5739,TRIP049,2024-02-06 13:43:30,1410,0.0761,0.2273,9.6185,21.7,28.6125,77.2057
ACC5740,TRIP049,2024-02-06 13:43:45,1425,0.2801,0.0385,9.822,21.6,28.612,77.2061
ACC5741,TRIP049,2024-02-06 13:44:00,1440,0.0354,0.2274,9.7291,24.3,28.6124,77.2066
ACC5742,TRIP049,2024-02-06 13:44:15,1455,-0.121,-0.2401,9.6491,23.6,28.6123,77.2069
ACC5743,TRIP049,2024-02-06 13:44:30,1470,-0.1717,0.3191,9.6165,21.1,28.612,77.2071
ACC5744,TRIP049,2024-02-06 13:44:45,1485,0.0127,-0.0172,9.6613,19.8,28.6127,77.2071
ACC5745,TRIP049,2024-02-06 13:45:00,1500,-0.1712,-0.0103,9.8449,22.1,28.6123,77.2068
ACC5746,TRIP049,2024-02-06 13:45:15,1515,-0.1773,0.272,9.6088,22.5,28.6117,77.206
ACC5747,TRIP049,2024-02-06 13:45:30,1530,-0.0722,0.0287,9.8263,19.6,28.6123,77.2062
ACC5748,TRIP049,2024-02-06 13:45:45,1545,0.1224,0.319,9.8121,18.7,28.6125,77.2056
ACC5749,TRIP049,2024-02-06 13:46:00,1560,-0.2045,0.2331,9.6346,21.3,28.6132,77.2049
ACC5750,TRIP049,2024-02-06 13:46:15,1575,-0.0642,-0.1796,9.6258,18.6,28.6137,77.2051
ACC5751,TRIP049,2024-02-06 13:46:30,1590,0.2069,0.3979,9.7482,21.2,28.6139,77.2051
ACC5752,TRIP049,2024-02-06 13:46:45,1605,-0.1615,-0.2601,9.6895,21.7,28.6132,77.2049
ACC5753,TRIP049,2024-02-06 13:47:00,1620,-0.1851,-0.1541,9.7383,24.1,28.6132,77.2057
ACC5754,TRIP049,2024-02-06 13:47:15,1635,-0.0305,-0.0996,9.607,21.2,28.6137,77.2062
ACC5755,TRIP049,2024-02-06 13:47:30,1650,0.1019,-0.1036,9.7897,24.0,28.6146,77.2055
ACC5756,TRIP049,2024-02-06 13:47:45,1665,-0.0082,0.2155,9.8495,23.9,28.615,77.2064
ACC5757,TRIP049,2024-02-06 13:48:00,1680,-0.267,0.1933,9.6718,21.8,28.6158,77.2066
ACC5758,TRIP049,2024-02-06 13:48:15,1695,0.1557,0.1347,9.7259,19.2,28.6157,77.2073
ACC5759,TRIP049,2024-02-06 13:48:30,1710,0.0187,3.1235,9.6629,27.0,28.6155,77.2068
ACC5760,TRIP049,2024-02-06 13:48:45,1725,0.2534,2.4532,9.6054,35.6,28.6147,77.2056
ACC5761,TRIP049,2024-02-06 13:49:00,1740,-0.198,2.6849,9.6401,45.1,28.6136,77.2048
ACC5762,TRIP049,2024-02-06 13:49:15,1755,-0.1233,2.0218,9.6144,54.1,28.6151,77.206
ACC5763,TRIP049,2024-02-06 13:49:30,1770,-0.2578,0.2222,9.6318,54.5,28.6141,77.2043
ACC5764,TRIP049,2024-02-06 13:49:45,1785,0.1787,0.1825,9.7317,54.7,28.6123,77.203
ACC5765,TRIP049,2024-02-06 13:50:00,1800,-0.1962,-0.2815,9.8347,54.0,28.6123,77.2032
ACC5766,TRIP049,2024-02-06 13:50:15,1815,-0.252,-0.0783,9.7648,55.8,28.6117,77.2012
ACC5767,TRIP049,2024-02-06 13:50:30,1830,0.1537,-0.2283,9.6396,53.1,28.613,77.1996
ACC5768,TRIP049,2024-02-06 13:50:45,1845,-0.094,-0.1809,9.8078,52.7,28.6128,77.1987
ACC5769,TRIP049,2024-02-06 13:51:00,1860,-0.035,0.3577,9.7894,51.9,28.6134,77.2006
ACC5770,TRIP049,2024-02-06 13:51:15,1875,0.0381,-0.0634,9.8329,52.1,28.6152,77.2001
ACC5771,TRIP049,2024-02-06 13:51:30,1890,-0.0061,0.0283,9.7887,47.4,28.6158,77.1987
ACC5772,TRIP049,2024-02-06 13:51:45,1905,0.0316,-0.0374,9.8463,39.8,28.6148,77.2001
ACC5773,TRIP049,2024-02-06 13:52:00,1920,0.0446,0.0064,9.8206,32.8,28.6155,77.1997
ACC5774,TRIP049,2024-02-06 13:52:15,1935,0.0226,0.0018,9.8308,28.5,28.6145,77.1997
ACC5775,TRIP049,2024-02-06 13:52:30,1950,-0.034,0.0281,9.8376,25.4,28.6148,77.1993
ACC5776,TRIP049,2024-02-06 13:52:45,1965,0.0076,-0.042,9.7601,19.7,28.6149,77.199
ACC5777,TRIP049,2024-02-06 13:53:00,1980,0.0164,0.0023,9.8019,13.9,28.6149,77.1995
ACC5778,TRIP049,2024-02-06 13:53:15,1995,0.0176,0.0026,9.793,8.8,28.6148,77.1995
ACC5779,TRIP049,2024-02-06 13:53:30,2010,-0.1792,0.0453,9.8328,10.0,28.6147,77.1993
